GeneID,Base-mean,log2_FC,StdErr,Wald-Stats,P-value,P-adj,chr,start,stop,strand,NA,genename
ENSMUSG00000091997,55.02308257,-1.590954199,0.422608482,-3.764605463,0.000166812,0.004218011,chr16,32923217,32924489,+,processed_pseudogene,Gm6611
ENSMUSG00000059901,61.33480111,1.567835716,0.41700061,3.759792378,0.000170054,0.004261353,chr10,61197111,61273438,-,protein_coding,Adamts14
ENSMUSG00000048332,19.80187419,1.731249118,0.461353087,3.752546945,0.000175047,0.00432795,chr3,53041527,53261679,+,protein_coding,Lhfp
ENSMUSG00000097476,37.78503156,-1.712207094,0.456347668,-3.7519795,0.000175444,0.00432795,chr12,112946362,112950512,-,lincRNA,Gm26583
ENSMUSG00000113603,33.79825213,-1.724036486,0.459655612,-3.750713447,0.000176332,0.004341546,chr13,64262113,64264374,+,TEC,Gm47004
ENSMUSG00000095105,145.5452045,1.226627828,0.327208348,3.748766911,0.000177706,0.004358709,chr13,12472631,12520438,-,protein_coding,Edaradd
ENSMUSG00000026018,23.00090396,-1.75354241,0.468562218,-3.742389684,0.000182279,0.004435354,chr1,59989067,60043122,-,protein_coding,Ica1l
ENSMUSG00000054920,143.0066174,1.182775936,0.316072882,3.742098747,0.00018249,0.004435354,chr5,65107538,65168188,+,protein_coding,Klhl5
ENSMUSG00000037622,223.7406291,1.042777266,0.278733365,3.741128246,0.000183196,0.004442589,chr4,133292458,133339324,-,protein_coding,Wdtc1
ENSMUSG00000021823,68.02185939,1.452109595,0.389658035,3.72662557,0.00019406,0.004662157,chr14,20929397,21033676,+,protein_coding,Vcl
ENSMUSG00000023079,21.76386956,-1.747667283,0.469034258,-3.726097297,0.000194467,0.004663233,chr5,134357655,134456716,-,protein_coding,Gtf2ird1
ENSMUSG00000007613,211.4855578,-1.07292598,0.28897283,-3.712895712,0.000204901,0.004868108,chr4,47353221,47414931,+,protein_coding,Tgfbr1
ENSMUSG00000005374,232.6470823,1.006698305,0.271289132,3.710794818,0.00020661,0.004899652,chr5,135149656,135165760,+,protein_coding,Tbl2
ENSMUSG00000103591,39.47830259,-1.640990605,0.442505968,-3.708403331,0.00020857,0.004937057,chr1,87897539,87900532,+,TEC,Gm38365
ENSMUSG00000103739,51.32731228,-1.55340151,0.419033239,-3.707108085,0.000209639,0.004953262,chr1,160915323,160918901,+,TEC,Gm37653
ENSMUSG00000030651,179.8647227,-1.173824612,0.317213838,-3.700420576,0.000215242,0.005067051,chr7,101576969,101585600,-,protein_coding,Art2b
ENSMUSG00000055541,204.9351595,1.046561762,0.283134022,3.696347594,0.000218723,0.005120913,chr7,4003401,4063204,-,protein_coding,Lair1
ENSMUSG00000094212,43.74719316,1.659053176,0.45229528,3.668075365,0.000244383,0.00564977,chr14,53763172,53763694,+,TR_V_gene,Trav14-3
ENSMUSG00000049091,133.6962302,1.172133831,0.320274879,3.659774487,0.000252437,0.00581509,chr7,127271878,127274055,-,protein_coding,Sephs2
ENSMUSG00000005824,152.6266929,1.201199206,0.328856145,3.652658542,0.000259539,0.005946774,chr17,57189491,57194189,-,protein_coding,Tnfsf14
ENSMUSG00000019977,142.6743584,-1.161962537,0.318716546,-3.645755305,0.000266608,0.006087067,chr10,21295978,21368898,+,protein_coding,Hbs1l
ENSMUSG00000021069,35.14329612,1.649631188,0.452465398,3.645872576,0.000266486,0.006087067,chr12,70190810,70231488,-,protein_coding,Pygl
ENSMUSG00000108447,41.46726653,-1.622740437,0.445824123,-3.639866829,0.000272779,0.00621444,chr7,34362700,34365331,-,TEC,Gm44567
ENSMUSG00000103527,38.72474884,-1.627784998,0.447630435,-3.636448439,0.000276423,0.006266722,chr3,51672800,51673901,+,TEC,Gm37261
ENSMUSG00000087518,14.00054652,-1.665983553,0.458206693,-3.635877824,0.000277036,0.006269574,chr2,62357070,62470913,+,antisense,Gm13561
ENSMUSG00000108633,66.83690174,-1.494992066,0.411805226,-3.630337774,0.000283051,0.00639446,chr7,75707884,75709182,+,TEC,Gm44694
ENSMUSG00000105893,17.72275764,-1.696755957,0.468010992,-3.625461762,0.000288446,0.00647093,chr5,3989005,3990717,+,processed_pseudogene,Wdr46-ps
ENSMUSG00000050366,73.07179397,-1.385662773,0.382566541,-3.622017674,0.000292314,0.006534947,chr7,140198498,140205964,-,protein_coding,Olfr524
ENSMUSG00000050410,78.952815,1.349222596,0.373946101,3.608067027,0.000308487,0.006825403,chr17,35512733,35516824,-,protein_coding,Tcf19
ENSMUSG00000043740,92.89042817,1.303009626,0.362002824,3.599446021,0.000318896,0.007007545,chr17,48316140,48327024,+,protein_coding,B430306N03Rik
ENSMUSG00000052336,25.98236126,1.682417835,0.46812872,3.593921421,0.000325738,0.007121443,chr9,119901615,120069879,-,protein_coding,Cx3cr1
ENSMUSG00000020802,228.4485207,1.032581739,0.287710624,3.588959372,0.000332001,0.007246053,chr11,116537739,116581447,-,protein_coding,Ube2o
ENSMUSG00000095332,51.19190789,-1.504227405,0.420198807,-3.579799323,0.000343858,0.007466883,chr2,91945702,91947655,+,protein_coding,Gm9821
ENSMUSG00000085088,32.96916727,-1.63112956,0.456213556,-3.575364076,0.000349741,0.007569097,chr11,75589664,75594771,-,processed_transcript,4931413K12Rik
ENSMUSG00000111030,35.18974534,-1.621188199,0.453744878,-3.572906889,0.00035304,0.007589483,chr9,44634194,44635103,+,TEC,Gm47234
ENSMUSG00000109390,52.46723704,-1.48691194,0.416324607,-3.571520671,0.000354915,0.007617057,chr7,80910372,80914166,-,TEC,Gm45718
ENSMUSG00000106475,66.73101723,-1.414785266,0.396254102,-3.570399043,0.000356438,0.007637021,chr3,126600028,126604461,+,TEC,Gm43011
ENSMUSG00000021362,22.12649466,1.654078596,0.463480055,3.568823683,0.000358588,0.007670321,chr13,41101427,41111035,-,protein_coding,Gcm2
ENSMUSG00000089774,209.9038484,-1.002722464,0.281778969,-3.558542592,0.000372918,0.007937305,chr16,92058321,92087473,+,protein_coding,Slc5a3
ENSMUSG00000035268,41.23673341,1.560231203,0.438882927,3.555005462,0.000377971,0.008018345,chr2,163658385,163726158,+,protein_coding,Pkig
ENSMUSG00000020900,87.52471544,1.283294584,0.36106221,3.554220158,0.000379102,0.0080291,chr11,68691914,68816632,+,protein_coding,Myh10
ENSMUSG00000050777,45.66480515,1.576013273,0.443967812,3.549836793,0.00038547,0.008150571,chr1,120067376,120074074,-,protein_coding,Tmem37
ENSMUSG00000027330,210.8358257,-1.025530596,0.288946942,-3.549200384,0.000386403,0.008156902,chr2,131186948,131198497,+,protein_coding,Cdc25b
ENSMUSG00000027298,48.35606422,1.506774555,0.425555085,3.540727412,0.000399026,0.008382141,chr2,119797732,119818104,+,protein_coding,Tyro3
ENSMUSG00000041757,167.7189407,1.037718283,0.293318095,3.53785976,0.000403384,0.008425055,chr1,133164209,133303435,+,protein_coding,Plekha6
ENSMUSG00000038156,141.7733422,-1.186656299,0.335475683,-3.537234917,0.00040434,0.008425055,chr7,113765997,114043370,+,protein_coding,Spon1
ENSMUSG00000030917,18.77091298,1.653655548,0.46736263,3.538270803,0.000402757,0.008425055,chr7,120102352,120120992,+,protein_coding,Tmem159
ENSMUSG00000103076,54.88150408,-1.46056579,0.413711145,-3.530399909,0.000414932,0.008603992,chr1,80274730,80276413,-,TEC,Gm37902
ENSMUSG00000024164,27.19872553,1.652331494,0.468117468,3.529736885,0.000415973,0.008611714,chr17,57203969,57228136,-,protein_coding,C3
ENSMUSG00000021432,155.6991819,-1.136993381,0.32223406,-3.528470513,0.000417969,0.008625289,chr13,38932135,38960875,-,protein_coding,Slc35b3
ENSMUSG00000049539,85.31419256,1.283831756,0.365171824,3.51569226,0.000438609,0.009016543,chr13,23763665,23764406,+,protein_coding,Hist1h1a
ENSMUSG00000028063,56.83173839,1.489414097,0.424990818,3.504579471,0.000457329,0.009347661,chr3,88481147,88509956,-,protein_coding,Lmna
ENSMUSG00000097536,99.25856226,-1.312954101,0.374912023,-3.502032528,0.000461723,0.00942252,chr15,96134818,96284495,-,lincRNA,2610037D02Rik
ENSMUSG00000115276,87.45019068,-1.266569253,0.361973876,-3.499062602,0.000466897,0.009468082,chr15,34126943,34130688,+,TEC,AC149588.1
ENSMUSG00000108954,63.73487494,-1.381740896,0.395022189,-3.497881725,0.000468969,0.009495149,chr7,121052344,121056321,+,TEC,Gm44901
ENSMUSG00000111118,95.6883122,-1.303079013,0.372959624,-3.493887617,0.000476041,0.009608126,chr19,12528754,12530540,-,processed_pseudogene,Gm6545
ENSMUSG00000035283,32.04837417,1.637515405,0.468918256,3.492112716,0.000479216,0.009644054,chr19,56722371,56724862,+,protein_coding,Adrb1
ENSMUSG00000028042,65.54315019,1.384950256,0.396733704,3.490881267,0.00048143,0.009656349,chr3,89377643,89393678,-,protein_coding,Zbtb7b
ENSMUSG00000103937,60.83114937,-1.401519405,0.401665125,-3.489273324,0.000484336,0.009699518,chr16,4170775,4173636,-,TEC,Gm37186
ENSMUSG00000038371,97.4944159,1.220961097,0.350104063,3.487423381,0.000487699,0.009706484,chr7,110308012,110614922,-,protein_coding,Sbf2
ENSMUSG00000113775,56.34265237,-1.424112754,0.408333358,-3.487622862,0.000487335,0.009706484,chr13,14171052,14174488,+,sense_intronic,Gm48027
ENSMUSG00000076917,66.11668725,-1.427091913,0.40955723,-3.484474959,0.000493104,0.009798912,chr14,54206552,54206610,+,TR_J_gene,Traj12
ENSMUSG00000014353,183.5184177,-1.100707556,0.316205057,-3.480992893,0.000499559,0.009911892,chr2,128818117,128854261,+,protein_coding,Tmem87b
ENSMUSG00000102302,73.88944082,-1.319396126,0.379433189,-3.477281806,0.000506525,0.010007027,chr1,165230370,165235125,-,sense_intronic,Gm38190
ENSMUSG00000031461,15.8955727,1.608484611,0.462580779,3.47719725,0.000506685,0.010007027,chr8,15057652,15133541,+,protein_coding,Myom2
ENSMUSG00000104107,57.95004639,-1.448866301,0.416737425,-3.476688711,0.000507647,0.010010671,chr9,71939590,71941585,-,TEC,Gm37879
ENSMUSG00000041801,20.53354101,1.624684938,0.467397292,3.476025569,0.000508904,0.010010814,chr1,135766118,135769136,+,protein_coding,Phlda3
ENSMUSG00000085786,16.49693948,1.625928393,0.467798448,3.475702838,0.000509517,0.010010814,chr6,128951203,128975029,-,antisense,Gm15987
ENSMUSG00000061731,65.43623886,-1.459739567,0.420875324,-3.468342005,0.00052368,0.010217321,chr15,53064037,53346159,-,protein_coding,Ext1
ENSMUSG00000103651,69.66094275,-1.387770393,0.40203542,-3.451861016,0.000556734,0.010700103,chr19,4762102,4765171,-,TEC,Gm37206
ENSMUSG00000104469,58.70366249,-1.484624709,0.430582229,-3.447947013,0.000564865,0.010807971,chr9,71988972,71991271,-,TEC,Gm37663
ENSMUSG00000048852,85.93508065,-1.308916179,0.379742243,-3.446854285,0.000567154,0.010835678,chr11,48904655,48992226,-,protein_coding,Gm12185
ENSMUSG00000114193,52.65510883,-1.534651243,0.445638422,-3.443713934,0.000573782,0.010946069,chr13,96605676,96609591,+,TEC,Gm48139
ENSMUSG00000102151,107.5279085,-1.18984927,0.346519474,-3.433715448,0.000595369,0.011341072,chr14,61677442,61681494,-,TEC,Gm37472
ENSMUSG00000033446,177.4745795,-1.004007673,0.293749435,-3.417905029,0.000631051,0.011945387,chr14,73237894,73243294,+,protein_coding,Lpar6
ENSMUSG00000104339,13.04243161,-1.550227515,0.453749031,-3.416486672,0.000634348,0.011976183,chr3,52057284,52064244,-,TEC,C130089K02Rik
ENSMUSG00000034659,152.8183543,1.087488022,0.318345614,3.416060958,0.00063534,0.011976183,chr19,10870659,10882001,-,protein_coding,Tmem109
ENSMUSG00000046532,187.2849441,1.015047281,0.297355272,3.413584272,0.000641143,0.012049135,chrX,98148768,98323215,+,protein_coding,Ar
ENSMUSG00000106859,12.56955542,-1.547120987,0.453824935,-3.409070038,0.000651847,0.012200348,chr5,67757575,67759330,-,TEC,Gm42737
ENSMUSG00000026814,45.16915373,-1.547132148,0.454180537,-3.406425468,0.000658195,0.012301276,chr2,32646594,32682669,+,protein_coding,Eng
ENSMUSG00000104983,30.9242518,-1.558262071,0.457765346,-3.404062988,0.000663914,0.012390183,chr9,110543210,110545297,+,TEC,Gm42763
ENSMUSG00000054150,148.6808434,1.115624415,0.327942914,3.401886024,0.000669225,0.012471224,chr12,104929932,105009809,-,protein_coding,Syne3
ENSMUSG00000109096,49.82135589,-1.472478391,0.432930462,-3.401189152,0.000670934,0.012484993,chr7,68332988,68335529,+,TEC,Gm44888
ENSMUSG00000110558,43.50959039,-1.484937095,0.437081644,-3.39739066,0.000680318,0.012623128,chr8,72417408,72421472,-,TEC,Gm45779
ENSMUSG00000110928,22.88116656,-1.584333317,0.466953463,-3.392914806,0.000691531,0.012775969,chr9,40363216,40366902,-,TEC,Gm48114
ENSMUSG00000114253,34.51969439,-1.560233293,0.460696255,-3.386685427,0.000707425,0.012958045,chr14,16304510,16308325,+,sense_intronic,Gm47798
ENSMUSG00000024754,41.28171089,1.483755326,0.438060296,3.387102962,0.000706349,0.012958045,chr19,21778341,21858327,+,protein_coding,Tmem2
ENSMUSG00000106149,64.84072077,-1.40498826,0.414957483,-3.38586076,0.000709554,0.012978585,chr3,135650669,135654566,-,TEC,Gm43430
ENSMUSG00000056144,147.7582626,-1.034321723,0.306210592,-3.377811706,0.000730651,0.01334195,chr7,104244456,104262234,+,protein_coding,Trim34a
ENSMUSG00000039646,132.9991197,-1.154206182,0.341913745,-3.375723258,0.000736219,0.01334195,chr16,4639940,4650802,+,protein_coding,Vasn
ENSMUSG00000107000,74.4533252,-1.30631199,0.387446581,-3.37159251,0.000747349,0.013487457,chr5,134267064,134270736,-,TEC,Gm43481
ENSMUSG00000073421,64.11209493,1.531935721,0.454494091,3.370639467,0.000749939,0.01350625,chr17,34263208,34269418,+,protein_coding,H2-Ab1
ENSMUSG00000030775,18.55529628,-1.578912202,0.468843224,-3.367676274,0.000758045,0.013614159,chr16,48734689,48771956,-,protein_coding,Trat1
ENSMUSG00000112637,17.09725223,-1.568045854,0.465823356,-3.366181266,0.000762166,0.013669098,chr12,78261292,78266375,+,TEC,Gm48225
ENSMUSG00000105572,27.88708012,-1.54717494,0.459995281,-3.36345829,0.000769725,0.013785458,chr3,119727747,119729790,-,TEC,Gm43300
ENSMUSG00000097923,12.36512812,-1.520762062,0.452668299,-3.359550613,0.000780693,0.013923809,chr10,21145093,21154374,+,antisense,Gm26577
ENSMUSG00000008136,31.49573856,1.533526912,0.456739332,3.357553868,0.000786354,0.013986026,chr1,43123073,43196984,-,protein_coding,Fhl2
ENSMUSG00000076911,37.39307172,-1.485493478,0.442487438,-3.357142712,0.000787525,0.013987522,chr14,54200776,54200842,+,TR_J_gene,Traj18
ENSMUSG00000087131,20.46001143,-1.572478922,0.468784598,-3.354374117,0.000795447,0.014089375,chr1,38384948,38393974,+,antisense,Gm16152
ENSMUSG00000034573,54.56405118,1.450126795,0.432542675,3.352563525,0.000800669,0.014162377,chr5,103425500,103598303,+,protein_coding,Ptpn13
ENSMUSG00000019487,33.16101091,1.509112928,0.450538924,3.349572805,0.000809363,0.014244776,chr17,57249454,57263665,+,protein_coding,Trip10
ENSMUSG00000021565,35.84409213,-1.520857005,0.454179631,-3.348580385,0.000812267,0.014263153,chr13,73679744,73700780,-,protein_coding,Slc6a19
ENSMUSG00000022892,171.7205925,1.10583724,0.330302881,3.347949117,0.00081412,0.014263153,chr16,84949684,85173766,-,protein_coding,App
ENSMUSG00000026657,135.6249867,1.092502694,0.326771421,3.34332387,0.000827812,0.014424544,chr2,4017743,4614043,+,protein_coding,Frmd4a
ENSMUSG00000029516,80.40340065,1.270352782,0.380689786,3.33697627,0.000846952,0.01469838,chr5,115845279,116008947,+,protein_coding,Cit
ENSMUSG00000107647,14.95002041,-1.542772423,0.462860297,-3.333127581,0.000858756,0.014863165,chr6,52560551,52563234,+,TEC,Gm44445
ENSMUSG00000107756,118.185847,-1.122238942,0.336805474,-3.332009215,0.000862214,0.014902993,chr6,145238666,145241227,-,TEC,Gm44164
ENSMUSG00000115002,33.08955115,-1.508630333,0.45329888,-3.328113965,0.000874361,0.015032237,chr14,74926444,74933133,+,antisense,AC135083.1
ENSMUSG00000070315,167.794514,-1.002223216,0.301680839,-3.322130834,0.000893328,0.015317422,chr9,35116727,35130922,+,processed_transcript,4930581F22Rik
ENSMUSG00000047586,27.40734296,1.552885826,0.468431964,3.315072293,0.000916194,0.0156056,chr7,28543595,28547254,-,protein_coding,Nccrp1
ENSMUSG00000022661,14.99682232,-1.529993995,0.462375595,-3.308985191,0.000936348,0.015823296,chr16,45382134,45409053,-,protein_coding,Cd200
ENSMUSG00000038807,120.2509954,1.122288921,0.339243494,3.308210597,0.000938942,0.015846334,chr11,74383355,74590186,-,protein_coding,Rap1gap2
ENSMUSG00000000791,129.5680913,1.114916547,0.33777584,3.300758718,0.000964238,0.016188381,chr8,70808448,70821424,+,protein_coding,Il12rb1
ENSMUSG00000090584,12.99998855,-1.513003693,0.458454634,-3.300225541,0.000966072,0.016198051,chr8,81790557,81790908,-,processed_pseudogene,Gm17169
ENSMUSG00000049555,57.60139115,-1.49339687,0.454349646,-3.28688904,0.001013007,0.016797213,chr9,110865710,110880113,-,protein_coding,Tmie
ENSMUSG00000087113,33.21675163,-1.504399592,0.4581076,-3.283943753,0.001023654,0.016899469,chr11,107428275,107435686,+,processed_transcript,Gm11714
ENSMUSG00000026879,49.18646511,-1.449157984,0.441535195,-3.282089406,0.001030409,0.016967494,chr2,35256379,35307892,+,protein_coding,Gsn
ENSMUSG00000021573,41.16150154,1.439288467,0.438766345,3.280307353,0.001036941,0.017053236,chr13,74009418,74035753,+,protein_coding,Tppp
ENSMUSG00000072653,113.1252721,-1.090255208,0.333504623,-3.269085748,0.001078956,0.017654023,chr6,47943170,47955913,+,transcribed_unprocessed_pseudogene,Zfp783
ENSMUSG00000078942,32.5279034,1.479482242,0.452878079,3.266844453,0.001087534,0.017749274,chr13,100281120,100317674,-,protein_coding,Naip6
ENSMUSG00000033318,94.16652745,-1.164338916,0.356516564,-3.265876069,0.00109126,0.017787537,chr10,75831113,75837367,-,protein_coding,Gstt2
ENSMUSG00000100025,73.62467787,1.238137172,0.379233857,3.264838169,0.001095266,0.017807758,chr1,109833023,109834746,+,processed_pseudogene,Gm8141
ENSMUSG00000015437,296.8058636,1.491417532,0.457151855,3.262411638,0.001104686,0.017938263,chr14,56258837,56262260,-,protein_coding,Gzmb
ENSMUSG00000034708,93.19088151,1.179037059,0.361708776,3.259630776,0.001115573,0.018069482,chr11,102430314,102437048,+,protein_coding,Grn
ENSMUSG00000111713,56.7667632,-1.399929453,0.429744506,-3.257585455,0.001123644,0.018131788,chr11,83065751,83071246,-,antisense,Gm20234
ENSMUSG00000109154,69.45612017,-1.348400146,0.414310063,-3.254567693,0.001135651,0.018235681,chr7,49814201,49820590,+,TEC,Gm44822
ENSMUSG00000109555,15.10926485,-1.498848162,0.461085293,-3.250696098,0.001151228,0.01843827,chr7,132311855,132314078,-,TEC,Gm44891
ENSMUSG00000097589,244.0361511,-1.050580205,0.323489076,-3.247652801,0.001163612,0.01856732,chr14,61602838,61682373,-,processed_transcript,Dleu2
ENSMUSG00000020183,57.64547158,-1.355170114,0.417558917,-3.245458449,0.001172617,0.018687854,chr10,117629499,117687352,+,protein_coding,Cpm
ENSMUSG00000032547,30.81869764,1.47954426,0.456099325,3.243908021,0.001179018,0.018766646,chr9,102834916,102907953,+,protein_coding,Ryk
ENSMUSG00000106636,83.11169014,-1.20405317,0.371597461,-3.240208278,0.001194424,0.018954416,chr5,123406486,123411864,+,processed_transcript,Gm43813
ENSMUSG00000017493,101.904928,-1.277677727,0.395585527,-3.229839419,0.001238598,0.019450514,chr11,99041243,99054392,+,protein_coding,Igfbp4
ENSMUSG00000039831,12.5504438,-1.475582104,0.456989918,-3.228916101,0.001242603,0.019489652,chr3,121952540,122016753,+,protein_coding,Arhgap29
ENSMUSG00000091264,62.51228249,1.28345533,0.397534587,3.228537525,0.001244249,0.019491726,chr13,41249843,41276577,+,protein_coding,Smim13
ENSMUSG00000104925,14.2431347,-1.48786827,0.461400515,-3.224678389,0.001261143,0.019712101,chr3,103332142,103334383,+,sense_intronic,Gm43061
ENSMUSG00000109157,32.58196271,-1.456737304,0.451754042,-3.224624834,0.001261378,0.019712101,chr7,59318630,59321823,+,TEC,Gm44829
ENSMUSG00000054843,56.6445337,-1.368486818,0.424888375,-3.220814918,0.001278267,0.019927652,chr19,57611033,58133338,+,protein_coding,Atrnl1
ENSMUSG00000042498,20.92195836,1.508362294,0.46904762,3.215797774,0.001300825,0.020106362,chrX,139480366,139554582,+,protein_coding,D330045A20Rik
ENSMUSG00000048031,13.23236483,1.434613583,0.446115464,3.215789855,0.001300861,0.020106362,chr3,87435772,87500678,+,protein_coding,Fcrl5
ENSMUSG00000105742,44.93940871,-1.377735124,0.428205369,-3.217463449,0.001293295,0.020106362,chr5,122165596,122167937,+,TEC,Gm42748
ENSMUSG00000020303,51.2627595,1.433671387,0.445911782,3.215145784,0.001303783,0.020106362,chr11,31357306,31370074,-,protein_coding,Stc2
ENSMUSG00000096954,77.88075247,-1.199998598,0.373039258,-3.216815848,0.001296218,0.020106362,chr12,32821871,32826904,+,lincRNA,Gdap10
ENSMUSG00000096996,18.56900498,-1.506042661,0.4689699,-3.211384483,0.001320971,0.020274302,chr19,46335286,46338538,+,lincRNA,Gm26792
ENSMUSG00000009633,183.0668905,1.020574398,0.317913518,3.210226496,0.001326304,0.020331927,chr1,193272160,193273217,-,protein_coding,G0s2
ENSMUSG00000097347,72.12941757,-1.245256133,0.388086244,-3.208709799,0.00133332,0.020415173,chr1,180802567,180809483,+,lincRNA,Gm17275
ENSMUSG00000048924,153.4183078,-1.045181578,0.32595348,-3.206536025,0.001343435,0.020496932,chr13,100669716,100697240,+,protein_coding,Ccdc125
ENSMUSG00000116220,112.5111228,-1.179792188,0.368488039,-3.20171095,0.00136614,0.020720595,chr15,80691024,80697610,-,antisense,AC147041.1
ENSMUSG00000050989,27.57121398,1.49656443,0.467487226,3.201294808,0.001368115,0.020726134,chr4,134537891,134552166,-,protein_coding,Selenon
ENSMUSG00000032380,74.4910134,1.219260114,0.381575487,3.195331345,0.001396704,0.021035504,chr9,66158222,66272242,+,protein_coding,Dapk2
ENSMUSG00000025359,43.52208164,-1.445759979,0.45315705,-3.190417049,0.001420676,0.021346613,chr10,128704194,128720238,+,protein_coding,Pmel
ENSMUSG00000102352,113.4358167,-1.2034322,0.377714605,-3.186088607,0.001442104,0.021592995,chr9,32507744,32510383,-,TEC,Gm38346
ENSMUSG00000003518,23.89961498,1.486094791,0.469068797,3.168180872,0.001533961,0.022746043,chr11,101971142,101987013,-,protein_coding,Dusp3
ENSMUSG00000108689,16.00582509,-1.476447584,0.466723825,-3.16342879,0.001559225,0.022979184,chr3,90335394,90337951,+,TEC,Gm45354
ENSMUSG00000031838,100.6394704,1.139588436,0.360247727,3.16334664,0.001559665,0.022979184,chr8,70762773,70766663,-,processed_transcript,Ifi30
ENSMUSG00000006345,117.1035724,1.100173937,0.348374666,3.158019353,0.00158845,0.023243718,chr10,75561603,75586200,+,protein_coding,Ggt1
ENSMUSG00000114605,16.04040348,-1.473818762,0.466769317,-3.157488523,0.001591345,0.023259648,chr13,78112481,78116319,+,TEC,C130051F05Rik
ENSMUSG00000057132,136.9277394,-1.014204388,0.321448263,-3.15510925,0.00160438,0.023397059,chr14,52110703,52161339,+,protein_coding,Rpgrip1
ENSMUSG00000116438,79.48392668,-1.226896268,0.389033525,-3.153703188,0.00161213,0.023456941,chr15,77701996,77703044,+,processed_pseudogene,AL592187.7
ENSMUSG00000054520,117.2708462,1.077667083,0.341828285,3.15265626,0.001617922,0.023509743,chr5,34525837,34563641,+,protein_coding,Sh3bp2
ENSMUSG00000022749,134.6876802,-1.008823087,0.320018705,-3.152387882,0.00161941,0.023509743,chr16,57168861,57231504,-,protein_coding,Tbc1d23
ENSMUSG00000105655,36.17086161,-1.411919309,0.448020311,-3.151462725,0.001624549,0.02353129,chr3,104836429,104838183,-,sense_intronic,Gm42659
ENSMUSG00000022094,159.1318562,1.030385153,0.327433894,3.146849402,0.001650399,0.023796756,chr14,70303468,70351425,-,protein_coding,Slc39a14
ENSMUSG00000002835,64.01616571,1.336357455,0.424866408,3.145359174,0.00165883,0.023866769,chr17,56040415,56068026,+,protein_coding,Chaf1a
ENSMUSG00000053580,131.006859,1.096485109,0.348876573,3.142902657,0.001672815,0.024014307,chr11,105589985,105929304,+,protein_coding,Tanc2
ENSMUSG00000025068,122.3319472,1.168452312,0.371746345,3.143144048,0.001671436,0.024014307,chr19,47854969,47864790,+,protein_coding,Gsto1
ENSMUSG00000107197,81.94337657,-1.217898415,0.387651821,-3.141732734,0.001679513,0.024083613,chr5,32459827,32462293,+,TEC,Gm43312
ENSMUSG00000020897,13.09395408,1.437283728,0.458037299,3.137918532,0.001701522,0.02421073,chr11,69045646,69051664,+,protein_coding,Aurkb
ENSMUSG00000104443,66.9558668,-1.338227702,0.427252836,-3.132168096,0.001735205,0.024527151,chr10,118860825,118863542,+,TEC,4932442E05Rik
ENSMUSG00000055897,71.50870294,-1.24507342,0.397988637,-3.128414492,0.001757521,0.024761054,chr2,173579319,173659640,-,transcribed_unprocessed_pseudogene,Ppp4r1l-ps
ENSMUSG00000087108,17.88720879,-1.466420771,0.468865861,-3.127591265,0.001762451,0.024803367,chr3,19227779,19240987,+,antisense,Gm16093
ENSMUSG00000114612,18.53793758,-1.458808327,0.466805514,-3.125088038,0.001777519,0.024988107,chr13,98732985,98734690,+,TEC,Gm47550
ENSMUSG00000083645,13.71285215,-1.437122393,0.460038141,-3.123920094,0.001784589,0.025032848,chr2,122427193,122427469,+,unprocessed_pseudogene,Gm14086
ENSMUSG00000102419,96.66871848,-1.169449564,0.374592313,-3.121926217,0.00179672,0.025175581,chr9,56414030,56416066,-,TEC,Gm36940
ENSMUSG00000023045,24.16768911,1.452519747,0.465803526,3.1183099,0.001818914,0.025431228,chr15,102150525,102163469,+,protein_coding,Soat2
ENSMUSG00000087368,61.37832153,-1.252930633,0.402013808,-3.116635816,0.001829274,0.025548331,chrX,136741823,136803364,+,processed_transcript,BC065397
ENSMUSG00000027469,42.28311672,1.376781193,0.442095301,3.11421811,0.001844331,0.025702868,chr2,152847963,152895321,+,protein_coding,Tpx2
ENSMUSG00000032690,55.2268417,-1.40155439,0.450011501,-3.114485713,0.001842659,0.025702868,chr5,120730332,120749853,-,protein_coding,Oas2
ENSMUSG00000108542,22.38130893,-1.456352056,0.467940394,-3.112259757,0.001856611,0.025838465,chr7,75481998,75483394,+,TEC,Gm44834
ENSMUSG00000102143,45.68971404,-1.368680618,0.441185153,-3.102281684,0.001920351,0.026496249,chr9,71852000,71855203,-,TEC,Gm38057
ENSMUSG00000022610,20.88737997,1.453584766,0.468934388,3.099761508,0.001936765,0.026559878,chr15,89130583,89140621,-,protein_coding,Mapk12
ENSMUSG00000001542,26.07794504,1.431704034,0.462099141,3.098261624,0.001946595,0.026637942,chr13,75706756,75772364,+,protein_coding,Ell2
ENSMUSG00000104044,23.47631857,-1.447405751,0.467333878,-3.097155627,0.001953873,0.026709149,chr1,105708572,105712927,+,TEC,Gm37566
ENSMUSG00000094164,10.48767948,1.367791021,0.443183882,3.086283319,0.002026756,0.027443257,chr12,113611186,113611617,-,IG_V_gene,Ighv2-3
ENSMUSG00000095574,69.02726942,-1.283379408,0.41615361,-3.083907906,0.002043008,0.027605265,chr6,41113549,41114067,+,TR_V_gene,Trbv12-1
ENSMUSG00000097373,24.97633258,-1.438126559,0.466798986,-3.080826224,0.002064271,0.027834153,chr13,41359970,41370908,+,antisense,Gm26877
